combo,spearman,countries,num_countries
"['Meat (beef)', 'Rice (imported)']",-0.21297244921972033,"['Democratic Republic of the Congo', 'Guinea', 'Jordan']",3
"['Meat (beef)', 'Sorghum']",-0.33393915499875704,"['Gambia', 'Rwanda']",2
"['Meat (beef)', 'Maize']",0.40644896485092696,"[""Cote d'Ivoire"", 'Democratic Republic of the Congo', 'Gambia', 'Kyrgyzstan', 'Myanmar', 'Rwanda', 'Tajikistan']",7
"['Meat (beef)', 'Rice']",-0.22361437541036228,"['Egypt', 'Indonesia', 'Kyrgyzstan', 'Rwanda', 'Tajikistan', 'Ukraine']",6
"['Meat (beef)', 'Beans']",-0.09288999164734647,['Democratic Republic of the Congo'],1
"['Meat (beef)', 'Cassava flour']",-0.0903154961554438,"['Congo', 'Democratic Republic of the Congo', 'Rwanda']",3
"['Meat (beef)', 'Sweet potatoes']",-0.1876352765063592,"['Democratic Republic of the Congo', 'Gambia', 'Rwanda']",3
"['Meat (beef)', 'Rice (local)']",-0.07137369678549578,"[""Cote d'Ivoire"", 'Democratic Republic of the Congo', 'Guinea', 'Rwanda']",4
"['Meat (beef)', 'Cassava (cossette)']",0.06499499319884737,['Democratic Republic of the Congo'],1
"['Meat (beef)', 'Maize flour']",-0.3575258078484974,"['Colombia', 'Democratic Republic of the Congo', 'Gambia', 'Rwanda']",4
"['Meat (beef)', 'Plantains']",0.08777475836927552,"['Colombia', 'Congo', ""Cote d'Ivoire"", 'Democratic Republic of the Congo']",4
"['Meat (beef)', 'Fish (dry)']",0.6828754012787467,"['Colombia', ""Cote d'Ivoire"", 'Gambia']",3
"['Meat (beef)', 'Salt']",0.10719383637439091,"['Colombia', 'Democratic Republic of the Congo', 'Gambia', 'Guinea', 'Kyrgyzstan', 'Myanmar', 'Tajikistan']",7
"['Meat (beef)', 'Bananas']",0.28918221975900904,"['Colombia', 'Gambia', 'Jordan', 'Rwanda']",4
"['Meat (beef)', 'Spinach']",0.39770720829652206,"['Colombia', 'Rwanda']",2
"['Meat (beef)', 'Papaya']",-0.35043231542633346,"['Colombia', 'Rwanda']",2
"['Meat (beef)', 'Mangoes']",0.3757735078894409,"['Colombia', 'Rwanda']",2
"['Meat (beef)', 'Milk (pasteurized)']",0.28627836420445507,"['Colombia', 'Jordan']",2
"['Meat (beef)', 'Oil (sunflower)']",0.42995475982047504,"['Colombia', 'Egypt', 'Kyrgyzstan', 'Ukraine']",4
"['Meat (beef)', 'Cassava (fresh)']",-0.5336789694719194,"['Congo', ""Cote d'Ivoire""]",2
"['Meat (beef)', 'Fish (smoked)']",0.017398423982895317,"['Congo', 'Democratic Republic of the Congo']",2
"['Meat (beef)', 'Meat (chicken, frozen)']",0.2469238718043304,"['Congo', 'Egypt', 'Tajikistan']",3
"['Meat (beef)', 'Fish (salted)']",-0.13373464138770524,"['Congo', 'Democratic Republic of the Congo']",2
"['Meat (beef)', 'Cornstarch']",0.432401176824132,"[""Cote d'Ivoire""]",1
"['Meat (beef)', 'Fish (appolo)']",0.47441376638504673,"[""Cote d'Ivoire""]",1
"['Meat (beef)', 'Maize meal']",-0.28163832189181165,['Democratic Republic of the Congo'],1
"['Meat (beef)', 'Cassava']",-0.10931246363225226,"['Democratic Republic of the Congo', 'Gambia', 'Rwanda']",3
"['Meat (beef)', 'Meat (goat, with bones)']",0.6347602552333936,['Democratic Republic of the Congo'],1
"['Meat (beef)', 'Cassava (chikwangue)']",0.12755280849005005,['Democratic Republic of the Congo'],1
"['Meat (beef)', 'Livestock (Goat)']",0.23677157158454004,['Rwanda'],1
"['Meat (beef)', 'Livestock (Sheep)']",0.40380845495955875,['Rwanda'],1
"['Meat (beef)', 'Meat (mutton)']",0.5968528489660472,"['Gambia', 'Kyrgyzstan', 'Rwanda', 'Tajikistan']",4
"['Meat (beef)', 'Potatoes (Irish)']",0.37900765481066356,"['Gambia', 'Rwanda']",2
"['Meat (beef)', 'Beans (dry)']",0.37915057915057915,"['Gambia', 'Rwanda']",2
"['Meat (beef)', 'Tea (black)']",0.2359328729570372,"['Kyrgyzstan', 'Tajikistan']",2
"['Meat (beef)', 'Meat (chicken, broiler)']",0.4618800991049727,['Indonesia'],1
"['Meat (beef)', 'Chili (green)']",0.18032533565784464,['Indonesia'],1
"['Meat (beef)', 'Milk (condensed)']",0.21603968338056626,['Indonesia'],1
"['Meat (beef)', 'Bread (pita)']",-0.40974811999969313,['Jordan'],1
"['Meat (beef)', 'Oil (cotton)']",0.276886952281497,"['Kyrgyzstan', 'Tajikistan']",2
"['Meat (beef)', 'Tea (green)']",0.23054353314809745,"['Kyrgyzstan', 'Tajikistan']",2
"['Meat (beef)', 'Wheat flour (first grade)']",0.3429887277782378,"['Kyrgyzstan', 'Tajikistan', 'Ukraine']",3
"['Meat (beef)', 'Wheat flour (high quality)']",0.39058663936201,"['Kyrgyzstan', 'Tajikistan']",2
"['Meat (beef)', 'Wheat flour (local)']",-0.22168197963229572,['Tajikistan'],1
"['Meat (beef)', 'Sorghum flour']",0.01067044643438583,['Rwanda'],1
"['Meat (beef)', 'Peppers (green)']",0.32940440042145874,['Rwanda'],1
"['Meat (beef)', 'Eggplants']",0.19801598977975346,['Rwanda'],1
"['Meat (beef)', 'Passion fruit']",0.42275458000623833,['Rwanda'],1
"['Meat (beef)', 'Zucchini']",0.20078762506950423,['Rwanda'],1
"['Meat (beef)', 'Avocados']",-0.09848059743566975,['Rwanda'],1
"['Meat (beef)', 'Cassava leaves']",-0.020608399456752764,['Rwanda'],1
"['Meat (beef)', 'Meat (goat)']",-0.09665457314691223,['Rwanda'],1
"['Meat (beef)', 'Beans (green, fresh)']",0.35315315315315315,['Rwanda'],1
"['Meat (beef)', 'Ghee (natural)']",0.3505672257504207,['Egypt'],1
"['Carrots', 'Onions']",0.30625164461079857,"['Armenia', 'Gambia', 'Kyrgyzstan', 'Tajikistan', 'Ukraine']",5
"['Carrots', 'Cabbage']",0.4301106997719676,"['Armenia', 'Colombia', 'Gambia', 'Kyrgyzstan', 'Philippines', 'Rwanda', 'Tajikistan', 'Ukraine']",8
"['Carrots', 'Fish (fresh)']",0.32634675491818355,"['Armenia', 'Philippines']",2
"['Carrots', 'Milk (non-pasteurized)']",-0.32455687533874916,['Kyrgyzstan'],1
"['Carrots', 'Maize']",0.31772967334354285,"['Gambia', 'Kyrgyzstan', 'Rwanda', 'Tajikistan']",4
"['Carrots', 'Meat (beef, chops with bones)']",0.0731417573248256,['Philippines'],1
"['Carrots', 'Meat (chicken, whole)']",-0.4318333401432849,"['Philippines', 'Ukraine']",2
"['Carrots', 'Rice']",0.16556670015166855,"['Kyrgyzstan', 'Rwanda', 'Tajikistan', 'Ukraine']",4
"['Carrots', 'Sweet potatoes']",-0.3481092776198494,"['Gambia', 'Philippines', 'Rwanda']",3
"['Carrots', 'Onions (red)']",-0.13334860437938115,"['Colombia', 'Philippines', 'Rwanda']",3
"['Carrots', 'Onions (white)']",0.1753200823763418,"['Colombia', 'Philippines', 'Rwanda']",3
"['Carrots', 'Salt']",0.2943920607254751,"['Colombia', 'Gambia', 'Kyrgyzstan', 'Tajikistan']",4
"['Carrots', 'Peas (green, dry)']",0.3552585843626446,"['Colombia', 'Gambia']",2
"['Carrots', 'Bananas']",0.3505514870838119,"['Colombia', 'Gambia', 'Rwanda']",3
"['Carrots', 'Beans (red, fresh)']",-0.41451484841680974,['Colombia'],1
"['Carrots', 'Meat (chicken, frozen)']",0.2616949449826966,['Tajikistan'],1
"['Carrots', 'Meat (mutton)']",0.12084562646005505,"['Gambia', 'Kyrgyzstan', 'Rwanda', 'Tajikistan']",4
"['Carrots', 'Potatoes (Irish)']",0.34720366290293203,"['Gambia', 'Philippines', 'Rwanda']",3
"['Carrots', 'Tea (black)']",0.18684867162288232,"['Kyrgyzstan', 'Tajikistan']",2
"['Carrots', 'Tea (green)']",-0.2513253035108966,"['Kyrgyzstan', 'Tajikistan']",2
"['Carrots', 'Wheat flour (first grade)']",0.07636650553536782,"['Kyrgyzstan', 'Tajikistan', 'Ukraine']",3
"['Carrots', 'Wheat flour (high quality)']",0.279142747977886,"['Kyrgyzstan', 'Tajikistan']",2
"['Onions', 'Cabbage']",0.3019420878090184,"['Armenia', 'Gambia', 'Kyrgyzstan', 'Tajikistan', 'Ukraine']",5
"['Onions', 'Cucumbers (greenhouse)']",0.4520575168379686,"['Armenia', 'Turkey']",2
"['Onions', 'Milk (non-pasteurized)']",0.4183284645560339,['Kyrgyzstan'],1
"['Onions', 'Lentils (masur)']",0.4193888364890446,['India'],1
"['Onions', 'Oil (palm)']",-0.4927723679196678,"['India', 'Myanmar']",2
"['Onions', 'Rice']",0.4555273367146762,"['India', 'Kyrgyzstan', 'Tajikistan', 'Turkey', 'Ukraine']",5
"['Onions', 'Groundnuts (shelled)']",-0.3334620859362167,"['Cameroon', 'Gambia', 'Turkey']",3
"['Onions', 'Oil (groundnut)']",0.10283547632743872,"['India', 'Myanmar']",2
"['Onions', 'Garlic']",0.5196445061475976,"['Gambia', 'Jordan', 'Myanmar', 'Turkey']",4
"['Onions', 'Milk (pasteurized)']",0.3534219950762341,"['India', 'Jordan', 'Turkey']",3
"['Onions', 'Oil (sunflower)']",0.39727974268556404,"['India', 'Kyrgyzstan', 'Turkey', 'Ukraine']",4
"['Onions', 'Tea (black)']",0.43037074415170257,"['India', 'Kyrgyzstan', 'Tajikistan']",3
"['Onions', 'Oil (mustard)']",0.4131738514242788,['India'],1
"['Onions', 'Salt (iodised)']",0.07821523948509895,['India'],1
"['Onions', 'Tea (green)']",-0.17751706480657742,"['Kyrgyzstan', 'Tajikistan', 'Turkey']",3
"['Onions', 'Wheat flour (high quality)']",0.20396687893753393,"['Kyrgyzstan', 'Tajikistan']",2
"['Onions', 'Beans (kidney red)']",0.3975103147577007,['Yemen'],1
"['Cabbage', 'Fish (fresh)']",0.4735343525399974,"['Armenia', 'Philippines']",2
"['Cabbage', 'Milk (non-pasteurized)']",0.3619671314003119,['Kyrgyzstan'],1
"['Cabbage', 'Beans (white)']",0.3494318819253773,['Lebanon'],1
"['Cabbage', 'Meat (beef, chops with bones)']",-0.20604115224944053,['Philippines'],1
"['Cabbage', 'Meat (chicken, whole)']",-0.23139074762703737,"['Lebanon', 'Philippines', 'Ukraine']",3
"['Cabbage', 'Rice']",-0.149442000875246,"['Kyrgyzstan', 'Rwanda', 'Tajikistan', 'Ukraine']",4
"['Cabbage', 'Sweet potatoes']",-0.1739140710603394,"['Gambia', 'Philippines', 'Rwanda']",3
"['Cabbage', 'Onions (red)']",-0.03840924615753766,"['Colombia', 'Philippines', 'Rwanda']",3
"['Cabbage', 'Onions (white)']",-0.07815754321750601,"['Colombia', 'Philippines', 'Rwanda']",3
"['Cabbage', 'Salt']",-0.18280208550520882,"['Colombia', 'Gambia', 'Kyrgyzstan', 'Lebanon', 'Tajikistan']",5
"['Cabbage', 'Oil (sunflower)']",-0.36507319450410036,"['Colombia', 'Kyrgyzstan', 'Lebanon', 'Ukraine']",4
"['Cabbage', 'Meat (chicken, frozen)']",0.023529190800186922,['Tajikistan'],1
"['Cabbage', 'Meat (mutton)']",-0.060046361070844184,"['Gambia', 'Kyrgyzstan', 'Rwanda', 'Tajikistan']",4
"['Cabbage', 'Potatoes (Irish)']",0.417157471540275,"['Gambia', 'Philippines', 'Rwanda']",3
"['Cabbage', 'Tea (black)']",-0.0014653151760464962,"['Kyrgyzstan', 'Tajikistan']",2
"['Cabbage', 'Oil (cotton)']",0.2673559937118985,"['Kyrgyzstan', 'Tajikistan']",2
"['Cabbage', 'Tea (green)']",0.15740730643042608,"['Kyrgyzstan', 'Tajikistan']",2
"['Cabbage', 'Wheat flour (first grade)']",-0.1403301435343443,"['Kyrgyzstan', 'Tajikistan', 'Ukraine']",3
"['Cabbage', 'Rice (imported, Egyptian)']",0.37474705305340583,['Lebanon'],1
"['Cabbage', 'Meat (beef, canned)']",-0.39567245199951245,['Lebanon'],1
"['Apples (red)', 'Cucumbers (greenhouse)']",-0.38215986613463765,"['Armenia', 'Colombia', 'Rwanda', 'Turkey']",4
"['Apples (red)', 'Fish (fresh)']",0.3468914918264899,"['Armenia', 'Turkey']",2
"['Apples (red)', 'Rice']",0.35899086111468653,"['Rwanda', 'Turkey']",2
"['Apples (red)', 'Bananas']",0.28971937252347607,"['Colombia', 'Gambia', 'Jordan', 'Rwanda', 'Turkey']",5
"['Apples (red)', 'Milk (pasteurized)']",0.37268006364607165,"['Colombia', 'Jordan', 'Turkey']",3
"['Apples (red)', 'Bread (pita)']",-0.342280804655217,"['Jordan', 'Turkey']",2
"['Apples (red)', 'Cheese (white, boiled)']",0.43554907756154454,['Jordan'],1
"['Apples (red)', 'Bulgur']",0.40958920472315136,['Turkey'],1
"['Cucumbers (greenhouse)', 'Garlic']",0.33756035389640154,"['Colombia', 'Rwanda', 'Turkey']",3
"['Cucumbers (greenhouse)', 'Milk (pasteurized)']",0.3662825008225592,"['Colombia', 'Turkey']",2
"['Cucumbers (greenhouse)', 'Oil (sunflower)']",0.4693155530933213,"['Colombia', 'Lebanon', 'Turkey']",3
"['Fish (fresh)', 'Oil (palm)']",0.1003155746974392,"['Congo', 'Democratic Republic of the Congo']",2
"['Fish (fresh)', 'Rice (imported)']",-0.44808302154171853,['Democratic Republic of the Congo'],1
"['Fish (fresh)', 'Maize']",0.3411688342526475,['Democratic Republic of the Congo'],1
"['Fish (fresh)', 'Meat (beef, chops with bones)']",-0.3475493067033698,['Philippines'],1
"['Fish (fresh)', 'Meat (chicken, whole)']",-0.5043680795109586,['Philippines'],1
"['Fish (fresh)', 'Beans']",-0.04209324790428517,['Democratic Republic of the Congo'],1
"['Fish (fresh)', 'Cassava flour']",0.21696249516663588,"['Congo', 'Democratic Republic of the Congo']",2
"['Fish (fresh)', 'Sweet potatoes']",-0.364712198778763,"['Democratic Republic of the Congo', 'Philippines']",2
"['Fish (fresh)', 'Rice (local)']",-0.3464459210890922,['Democratic Republic of the Congo'],1
"['Fish (fresh)', 'Cassava (cossette)']",-0.21203442494549746,['Democratic Republic of the Congo'],1
"['Fish (fresh)', 'Maize flour']",-0.35660008684324795,['Democratic Republic of the Congo'],1
"['Fish (fresh)', 'Garlic']",0.6156064932903024,"['Philippines', 'Turkey']",2
"['Fish (fresh)', 'Onions (red)']",-0.19851770922164172,['Philippines'],1
"['Fish (fresh)', 'Onions (white)']",-0.24211759333191937,['Philippines'],1
"['Fish (fresh)', 'Plantains']",0.16135539941383628,"['Congo', 'Democratic Republic of the Congo']",2
"['Fish (fresh)', 'Salt']",0.42918059856637836,"['Democratic Republic of the Congo', 'Turkey']",2
"['Fish (fresh)', 'Fish (smoked)']",0.5763930868630126,"['Congo', 'Democratic Republic of the Congo']",2
"['Fish (fresh)', 'Fish (salted)']",0.4611348465348168,"['Congo', 'Democratic Republic of the Congo']",2
"['Fish (fresh)', 'Maize meal']",-0.4482025984294986,['Democratic Republic of the Congo'],1
"['Fish (fresh)', 'Cassava']",0.337083450001442,['Democratic Republic of the Congo'],1
"['Fish (fresh)', 'Meat (goat, with bones)']",0.5274713534194837,['Democratic Republic of the Congo'],1
"['Fish (fresh)', 'Cassava (chikwangue)']",0.44098698431233246,['Democratic Republic of the Congo'],1
"['Fish (fresh)', 'Potatoes (Irish)']",-0.07833547833547834,['Philippines'],1
"['Milk (non-pasteurized)', 'Rice']",0.31521321318203605,['Kyrgyzstan'],1
"['Milk (non-pasteurized)', 'Oil (sunflower)']",0.3174689212528309,['Kyrgyzstan'],1
"['Milk (non-pasteurized)', 'Meat (mutton)']",-0.3054070171319639,['Kyrgyzstan'],1
"['Milk (non-pasteurized)', 'Wheat flour (first grade)']",0.2940006040992037,['Kyrgyzstan'],1
"['Rice (coarse)', 'Oil (cooking)']",0.11032181455536613,['Pakistan'],1
"['Rice (coarse)', 'Ghee (artificial)']",-0.7748339951028305,['Pakistan'],1
"['Rice (coarse)', 'Rice (basmati, broken)']",0.8163238019368414,['Pakistan'],1
"['Lentils (masur)', 'Oil (palm)']",-0.28689253673906734,"['Bangladesh', 'India']",2
"['Lentils (masur)', 'Rice']",0.11918515707991552,['India'],1
"['Lentils (masur)', 'Oil (groundnut)']",0.4541160103672888,['India'],1
"['Lentils (masur)', 'Milk (pasteurized)']",-0.15560916845001807,['India'],1
"['Lentils (masur)', 'Oil (sunflower)']",0.2056121789357749,['India'],1
"['Lentils (masur)', 'Tea (black)']",0.4640209552550404,['India'],1
"['Lentils (masur)', 'Oil (mustard)']",0.14160938972914228,['India'],1
"['Lentils (masur)', 'Salt (iodised)']",0.4455968573374789,['India'],1
"['Oil (palm)', 'Rice (imported)']",0.1889574070027276,"['Democratic Republic of the Congo', 'Guinea', 'Guinea-Bissau', 'Liberia', 'Nigeria']",5
"['Oil (palm)', 'Sorghum']",0.3823715109845383,"['Guinea-Bissau', 'Nigeria']",2
"['Oil (palm)', 'Maize']",-0.02637072516413528,"[""Cote d'Ivoire"", 'Democratic Republic of the Congo', 'Guinea-Bissau', 'Myanmar', 'Nigeria']",5
"['Oil (palm)', 'Rice']",0.20781013994452519,['India'],1
"['Oil (palm)', 'Beans']",-0.03571601703995272,['Democratic Republic of the Congo'],1
"['Oil (palm)', 'Cassava flour']",0.39438463058778117,"['Congo', 'Democratic Republic of the Congo']",2
"['Oil (palm)', 'Rice (local)']",-0.30528155538883955,"[""Cote d'Ivoire"", 'Democratic Republic of the Congo', 'Guinea', 'Guinea-Bissau', 'Nigeria']",5
"['Oil (palm)', 'Cassava (cossette)']",0.4465016017615531,['Democratic Republic of the Congo'],1
"['Oil (palm)', 'Oil (groundnut)']",-0.32071263778378484,"['India', 'Myanmar']",2
"['Oil (palm)', 'Maize flour']",0.45454300023731264,['Democratic Republic of the Congo'],1
"['Oil (palm)', 'Plantains']",0.5441693372549469,"['Congo', ""Cote d'Ivoire"", 'Democratic Republic of the Congo']",3
"['Oil (palm)', 'Fish (dry)']",-0.5309678738577251,"[""Cote d'Ivoire""]",1
"['Oil (palm)', 'Salt']",0.13857985948440024,"['Democratic Republic of the Congo', 'Guinea', 'Guinea-Bissau', 'Myanmar']",4
"['Oil (palm)', 'Milk (pasteurized)']",-0.3108608834499733,['India'],1
"['Oil (palm)', 'Oil (sunflower)']",-0.05142035134374006,['India'],1
"['Oil (palm)', 'Fish (smoked)']",0.23367116225916634,"['Congo', 'Democratic Republic of the Congo']",2
"['Oil (palm)', 'Fish (salted)']",0.3466109849715381,"['Congo', 'Democratic Republic of the Congo']",2
"['Oil (palm)', 'Cornstarch']",-0.3620903764755668,"[""Cote d'Ivoire""]",1
"['Oil (palm)', 'Maize meal']",-0.18511508568736224,['Democratic Republic of the Congo'],1
"['Oil (palm)', 'Cassava']",0.30070648426502694,['Democratic Republic of the Congo'],1
"['Oil (palm)', 'Meat (goat, with bones)']",0.009347492992062223,['Democratic Republic of the Congo'],1
"['Oil (palm)', 'Cassava (chikwangue)']",0.20030950457737884,['Democratic Republic of the Congo'],1
"['Oil (palm)', 'Fonio']",0.2688259296120271,['Guinea-Bissau'],1
"['Oil (palm)', 'Oil (mustard)']",0.5753967289108074,['India'],1
"['Oil (palm)', 'Oil (soybean)']",0.9055763063342291,"['India', ""Lao People's Democratic Republic""]",2
"['Oil (palm)', 'Salt (iodised)']",0.004106910819105705,['India'],1
"['Oil (palm)', 'Pulses']",0.48209854286638737,['Myanmar'],1
"['Oil (palm)', 'Garlic (small)']",0.7171371656006361,"[""Lao People's Democratic Republic""]",1
"['Oil (palm)', 'Rice (white, imported)']",0.3284198099570269,['Liberia'],1
"['Rice (imported)', 'Sorghum']",0.2880802482636394,"['Benin', 'Ethiopia', 'Guinea-Bissau', 'Mali', 'Niger', 'Nigeria', 'Senegal']",7
"['Rice (imported)', 'Maize (white)']",0.3032784986190024,"['Benin', 'Chad', 'Ethiopia', 'Mozambique', 'Nigeria', 'Somalia']",6
"['Rice (imported)', 'Maize']",0.22654924743660732,"['Benin', 'Democratic Republic of the Congo', 'Guinea-Bissau', 'Mali', 'Niger', 'Nigeria', 'Timor-Leste']",7
"['Rice (imported)', 'Millet']",0.3053410436520543,"['Benin', 'Chad', 'Djibouti', 'Guinea-Bissau', 'Mali', 'Niger', 'Nigeria', 'Senegal']",8
"['Rice (imported)', 'Beans (niebe)']",0.40831192872803834,"['Niger', 'Nigeria']",2
"['Rice (imported)', 'Beans']",0.6010812490444962,['Democratic Republic of the Congo'],1
"['Rice (imported)', 'Cassava flour']",0.4273556102077734,"['Democratic Republic of the Congo', 'Mozambique']",2
"['Rice (imported)', 'Rice (local)']",0.481311804813132,"['Chad', 'Democratic Republic of the Congo', 'Guinea', 'Guinea-Bissau', 'Mali', 'Mauritania', 'Mozambique', 'Niger', 'Nigeria', 'Senegal', 'Timor-Leste']",11
"['Rice (imported)', 'Cassava (cossette)']",0.3215587971191296,['Democratic Republic of the Congo'],1
"['Rice (imported)', 'Maize flour']",0.1974714866143942,['Democratic Republic of the Congo'],1
"['Rice (imported)', 'Plantains']",0.4751036841616129,['Democratic Republic of the Congo'],1
"['Rice (imported)', 'Salt']",-0.4027874301257055,"['Democratic Republic of the Congo', 'Guinea', 'Guinea-Bissau', 'Yemen']",4
"['Rice (imported)', 'Rice (paddy)']",0.34377796022130425,['Mali'],1
"['Rice (imported)', 'Fish (smoked)']",0.23294362196613783,['Democratic Republic of the Congo'],1
"['Rice (imported)', 'Fish (salted)']",0.36018988515295475,['Democratic Republic of the Congo'],1
"['Rice (imported)', 'Maize meal']",0.4510954199952426,['Democratic Republic of the Congo'],1
"['Rice (imported)', 'Cassava']",-0.03023717856395075,['Democratic Republic of the Congo'],1
"['Rice (imported)', 'Meat (goat, with bones)']",0.1348881546697854,['Democratic Republic of the Congo'],1
"['Rice (imported)', 'Cassava (chikwangue)']",-0.499306757176093,['Democratic Republic of the Congo'],1
"['Rice (imported)', 'Maize (local)']",-0.416406111229477,['Senegal'],1
"['Rice (imported)', 'Beans (dry)']",0.403650342860242,['Mozambique'],1
"['Rice (imported)', 'Cowpeas']",-0.10194171983182865,"['Liberia', 'Mozambique']",2
"['Rice (imported)', 'Sorghum (taghalit)']",-0.09329976501826086,['Mauritania'],1
"['Rice (imported)', 'Wheat flour (local)']",0.4106053105494472,['Mozambique'],1
"['Rice (imported)', 'Maize meal (white, first grade)']",0.037333934579056115,['Mozambique'],1
"['Rice (imported)', 'Oil (vegetable, local)']",0.0657852035042137,['Mozambique'],1
"['Rice (imported)', 'Sugar (brown, local)']",0.2054536686829737,['Mozambique'],1
"['Rice (imported)', 'Groundnuts (Mix)']",-0.30840531934684673,['Mozambique'],1
"['Rice (imported)', 'Groundnuts (large, shelled)']",0.47202587789929074,['Mozambique'],1
"['Rice (imported)', 'Groundnuts (small, shelled)']",0.41940229280309005,['Mozambique'],1
"['Rice (imported)', 'Maize meal (white, without bran) ']",0.38632813971761076,['Mozambique'],1
"['Rice (imported)', 'Maize meal (white, with bran)']",0.6200477033625967,['Mozambique'],1
"['Rice (imported)', 'Maize (imported)']",0.34773758265275434,['Senegal'],1
"['Sorghum', 'Maize (white)']",0.41775176472896025,"['Benin', 'Ethiopia', 'Kenya', 'Nigeria', 'Uganda', 'Zambia']",6
"['Sorghum', 'Maize']",0.5051934019252415,"['Benin', 'Burkina Faso', 'Gambia', 'Guinea-Bissau', 'Mali', 'Niger', 'Nigeria', 'Rwanda', 'Zimbabwe']",9
"['Sorghum', 'Millet']",0.52919355765256,"['Benin', 'Burkina Faso', 'Gambia', 'Guinea-Bissau', 'Mali', 'Niger', 'Nigeria', 'Senegal', 'Sudan', 'Uganda', 'Zambia', 'Zimbabwe']",12
"['Sorghum', 'Beans (niebe)']",0.40198643161705105,"['Burkina Faso', 'Niger', 'Nigeria']",3
"['Sorghum', 'Rice']",0.41750256321716916,"['Burkina Faso', 'Rwanda']",2
"['Sorghum', 'Beans']",0.6373206548792167,"['Uganda', 'Zimbabwe']",2
"['Sorghum', 'Cassava flour']",0.39568739990564383,"['Rwanda', 'Uganda']",2
"['Sorghum', 'Sweet potatoes']",-0.2735584140081084,"['Gambia', 'Rwanda']",2
"['Sorghum', 'Rice (imported, Tanzanian)']",0.3486096922960001,['Rwanda'],1
"['Sorghum', 'Rice (local)']",0.3030549119912173,"['Guinea-Bissau', 'Mali', 'Niger', 'Nigeria', 'Rwanda', 'Senegal', 'Zambia']",7
"['Sorghum', 'Groundnuts (shelled)']",0.013036781408777023,"['Gambia', 'Nigeria', 'Rwanda', 'Zambia', 'Zimbabwe']",5
"['Sorghum', 'Maize flour']",-0.12580909092517045,"['Gambia', 'Rwanda', 'Uganda']",3
"['Sorghum', 'Rice (paddy)']",0.5037946792841923,['Mali'],1
"['Sorghum', 'Bananas']",0.11580606295474082,"['Gambia', 'Rwanda']",2
"['Sorghum', 'Spinach']",-0.3343867575897711,['Rwanda'],1
"['Sorghum', 'Papaya']",0.3951930253973818,['Rwanda'],1
"['Sorghum', 'Mangoes']",0.3616496109657204,['Rwanda'],1
"['Sorghum', 'Cassava']",-0.1267555982357361,"['Gambia', 'Rwanda']",2
"['Sorghum', 'Livestock (Goat)']",0.07361242011121011,"['Ethiopia', 'Rwanda']",2
"['Sorghum', 'Maize (local)']",0.46895173890805114,"['Gambia', 'Senegal']",2
"['Sorghum', 'Groundnuts (unshelled)']",0.4852856776242931,['Gambia'],1
"['Sorghum', 'Rice (long grain, imported)']",0.40863799936148,['Gambia'],1
"['Sorghum', 'Potatoes (Irish)']",0.18241235538963782,"['Gambia', 'Kenya', 'Rwanda']",3
"['Sorghum', 'Beans (dry)']",0.2857738793482967,"['Gambia', 'Kenya', 'Rwanda', 'Zambia']",4
"['Sorghum', 'Oil (vegetable, imported)']",0.53114931393082,['Guinea-Bissau'],1
"['Sorghum', 'Sorghum flour']",0.5205614861629425,['Rwanda'],1
"['Sorghum', 'Peppers (green)']",0.3858429858429859,['Rwanda'],1
"['Sorghum', 'Eggplants']",0.09457678331868069,['Rwanda'],1
"['Sorghum', 'Passion fruit']",0.0267508795552914,['Rwanda'],1
"['Sorghum', 'Zucchini']",-0.3508245460820099,['Rwanda'],1
"['Sorghum', 'Avocados']",0.42114166522652174,['Rwanda'],1
"['Sorghum', 'Cassava leaves']",0.34028314028314033,['Rwanda'],1
"['Sorghum', 'Meat (goat)']",0.2579535783267063,['Rwanda'],1
"['Sorghum', 'Beans (green, fresh)']",0.36068739811201167,['Rwanda'],1
"['Sorghum', 'Maize (imported)']",-0.09434483094933829,['Senegal'],1
"['Sorghum', 'Sorghum (food aid)']",0.3776701677562117,['Sudan'],1
"['Beans (white)', 'Rice']",0.3929720684772815,['Turkey'],1
"['Beans (white)', 'Salt']",0.335223948173138,"['Lebanon', 'Turkey', 'Yemen']",3
"['Beans (white)', 'Oil (sunflower)']",-0.4234234234234235,"['Lebanon', 'Turkey']",2
"['Beans (white)', 'Tea']",-0.34611919165915817,['Turkey'],1
"['Beans (white)', 'Milk (powder)']",0.3089448545375597,['Lebanon'],1
"['Beans (white)', 'Chickpeas']",0.39487417282769566,"['Lebanon', 'Turkey']",2
"['Beans (white)', 'Bread (pita)']",-0.3547100172283573,"['Lebanon', 'Turkey']",2
"['Beans (white)', 'Bulgur']",0.4881133304385584,"['Lebanon', 'Turkey']",2
"['Beans (white)', 'Tomatoes (paste)']",0.5075075075075076,"['Lebanon', 'Turkey']",2
"['Beans (white)', 'Cheese (picon)']",-0.34357359965262696,['Lebanon'],1
"['Beans (white)', 'Meat (beef, canned)']",0.3534520191055145,['Lebanon'],1
"['Beans (white)', 'Fish (sardine, canned)']",0.44842010518237085,['Lebanon'],1
"['Maize (white)', 'Cassava meal (gari)']",0.2286586014267029,['Benin'],1
